,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,catlipid_id,max_epo_conc_mean_6hr,max_epo_conc_mean_24hr,canonical_smiles,species,CATLIPID_FAMILY_NAME,MOL_WT,C/C=C\C,C/C=C/C,CC=C(C)C,C=CC,CC#CC,C/C=C(C)/C=C/C=C(C)/C=C/C(C)=C(C)C,CO,COC,COC(C)OC,COC(C)=O,COC(C)OC(C)=O,COC(=O)OC,CNS(C)(=O)=O,CSC(C)=O,COC(=O)SC,CSC,CSSC,CN(C)C,C[N+](C)(C)C,CNC(C)=O,CC(=O)N(C)C,COC(=O)N(C)C,CNC(=N)N,CNC(=O)OC,Cn1ccnn1,C1CNCCN1,C1CCNCC1,NCCOC(=O)cccccc,NCCCOC(=O)COcccccc,NCCCOC(=O)cccccc,NCCCCCOC(=O),NC~C~C~C~C(=O)OC,NC~C~C~C~C(=O)OCC,NC~C~C~C~C(=O)OCCC,NC~C~C~C(=O)OC,NC~C~C~C(=O)OCC,NC~C~C~C(=O)OCCC,NC~C~C(=O)OC,NC~C~C(=O)OCC,NC~C(=O)OC,NC~C(=O)OCC,NCCC(=O)O,NCCOC(=O)c,NCCCOC(=O)C,NC~CSSCC,NC~CSSC,num_tails,max_tail_length,ketone_in_tail,ester_in_tail,hydroxyl_in_tail,double_bonds_per_tail,isopropyl_in_tail,branches_in_tails,oxygen_atom_in_tail,disulfide_bond_in_tail,sulfur_atom_in_tail,glycol_in_lipid,branch_length,cyclopropanes_per_tail,rings_in_tail,lipid_mol,CN(C)CCN,C(CN1CCCC1)CN,CCN(CC)CCCN,CCN(CC)CCN,CN(C)CCCN,C(CN1CCOCC1)CN,CCCCN(CCCC)CCCN,C1CCCN1CCN,CN(CCCN)CCCN,C(CN1CCCCC1)CO,C(CN1CCNCC1)CO
200,200,200,200,RA17139561,8.1,5.9,CCC(CC)COC(=O)CCCCC(O)CN(CCCSSCCCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCC(=O)OCC(CC)CC,mice,GOOD,1305.93,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB340>,True,False,False,True,False,False,False,False,False,False,False
201,201,201,201,RA17135480,8.07,3.39,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1432.35,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB3A0>,True,False,False,True,False,False,False,False,False,False,False
202,202,202,202,RA17135181,8.04,7.72,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1450.41,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB400>,True,False,False,True,False,False,False,False,False,False,False
203,203,203,203,RA17135272,8.01,2.79,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1432.35,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB460>,True,False,False,True,False,False,False,False,False,False,False
204,204,204,204,RA17135286,8.01,3.09,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1436.38,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB4C0>,True,False,False,True,False,False,False,False,False,False,False
205,205,205,205,RA17137658,8.0,3.2,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCOC(=O)c1cnc(C(=O)OCCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)cn1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Phenolic Acid,1368.13,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,17.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB520>,False,False,False,False,False,False,False,False,False,False,False
206,206,206,206,RA17134478,7.91,3.6,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1230.01,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB580>,True,False,False,True,False,False,False,False,False,False,False
207,207,207,207,RA17132034,7.9,4.57,CCCCCCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCCCC,mice,GOOD,1374.44,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB5E0>,True,False,False,True,False,False,False,False,False,False,False
208,208,208,208,RA17139284,7.9,5.1,CCCCCCCCC(=O)OCCCCCCOC(=O)CC(CC(=O)OCCCCCCOC(=O)CCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCOC(=O)CCCCCCCC,mice,Trident,1012.4,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB640>,False,False,False,False,False,False,False,False,False,False,False
209,209,209,209,RA17137016,7.53,4.46,CCCCOC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCC(=O)OCC(CC)CC)CC(O)CCCCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1348.02,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,13.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB6A0>,True,False,False,True,False,False,False,False,False,False,False
210,210,210,210,RA17131769,7.52,4.23,CCCCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,Undefined,1262.23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB700>,True,False,False,True,False,False,False,False,False,False,False
211,211,211,211,RA17134864,7.47,2.76,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1272.09,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB760>,True,False,False,True,False,False,False,False,False,False,False
212,212,212,212,RA17134612,7.47,3.16,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1215.99,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB7C0>,True,False,False,True,False,False,False,False,False,False,False
213,213,213,213,RA17136900,7.47,3.26,CCC(CC)COC(=O)CCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCC(=O)OCCC(C)C)CC(O)CCCCCCC(=O)OCCC(C)C)CC1)CC(O)CCCCC(=O)OCC(CC)CC,mice,GOOD,1305.93,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,13.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB820>,True,False,False,True,False,False,False,False,False,False,False
214,214,214,214,RA17131642,7.4,3.21,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC[C@@H]1NC(=O)[C@@H](CCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)NC1=O)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,mice,cOrn,1518.39,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,4.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB880>,False,False,False,False,False,False,False,False,False,False,False
215,215,215,215,RA17135168,7.38,2.38,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1428.32,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB8E0>,True,False,False,True,False,False,False,False,False,False,False
216,216,216,216,RA17133848,7.28,4.25,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1205.99,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB940>,True,False,False,True,False,False,False,False,False,False,False
217,217,217,217,RA17135147,7.26,2.66,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1328.2,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EB9A0>,True,False,False,True,False,False,False,False,False,False,False
218,218,218,218,RA17134942,7.19,3.64,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1342.23,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBA00>,True,False,False,True,False,False,False,False,False,False,False
219,219,219,219,RA17136959,7.11,3.4,CCC(CC)COC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCC(CC)CC,mice,GOOD,1333.99,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,13.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBA60>,True,False,False,True,False,False,False,False,False,False,False
220,220,220,220,RA17139307,7.1,5.2,CCCCCCCCCCC(=O)OCCCCCCOC(=O)CC(CC(=O)OCCCCCCOC(=O)CCCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCOC(=O)CCCCCCCCCC,mice,Trident,1096.56,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBAC0>,False,False,False,False,False,False,False,False,False,False,False
221,221,221,221,RA17134466,7.1,4.2,C=CC/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CC=C,mice,GOOD,1286.12,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,15.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBB20>,True,False,False,True,False,False,False,False,False,False,False
222,222,222,222,RA17134341,7.09,7.19,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1332.23,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBB80>,True,False,False,True,False,False,False,False,False,False,False
223,223,223,223,RA17135110,6.95,4.28,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1440.41,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBBE0>,True,False,False,True,False,False,False,False,False,False,False
224,224,224,224,RA17137125,6.9,6.2,CCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,mice,Branched tail lipids,696.139,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBC40>,False,False,False,False,False,False,False,False,False,False,False
225,225,225,225,RA17132477,6.89,5.59,CCCCCCCCCCCCN(CCCCCCCCCCCC)CC[C@H]1NC(=O)[C@@H](CCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC1=O,mice,cKK,873.514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBCA0>,False,False,True,False,True,False,True,False,False,False,False
226,226,226,226,RA17135229,6.82,2.99,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1446.38,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBD00>,True,False,False,True,False,False,False,False,False,False,False
227,227,227,227,RA17134988,6.74,2.33,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1432.35,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBD60>,True,False,False,True,False,False,False,False,False,False,False
228,228,228,228,RA17137689,6.7,3.8,CCCCC/C=C\C/C=C\CCCCCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCSC(=O)CC1NC(=O)C(CC(=O)SCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCCCCC/C=C\C/C=C\CCCCC)NC1=O,mice,Cyclic Amino Acids,1398.34,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBDC0>,False,False,False,False,False,False,False,False,False,False,False
229,229,229,229,RA17131186,6.7,3.9,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCO)CC(O)CCCCCC/C=C\CCCCCCCC,mice,HIM,622.06,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBE20>,False,False,False,False,False,False,False,False,False,False,False
230,230,230,230,RA17134356,6.61,5.5,CCCCCCCCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1228.08,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBE80>,True,False,False,True,False,False,False,False,False,False,False
231,231,231,231,RA17135507,6.57,3.92,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1432.35,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBEE0>,True,False,False,True,False,False,False,False,False,False,False
232,232,232,232,RA17136826,6.38,2.61,CCC(CC)COC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCC(=O)OCCC(C)C)CC(O)CCCCC(=O)OCCC(C)C)CC1)CC(O)CCCCCCC(=O)OCC(CC)CC,mice,GOOD,1305.93,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,13.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBF40>,True,False,False,True,False,False,False,False,False,False,False
233,233,233,233,RA17134547,6.35,3.76,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1314.17,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,17.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069EBFA0>,True,False,False,True,False,False,False,False,False,False,False
234,234,234,234,RA17131456,6.33,3.07,CCCCCCCCCCC(O)CN(CCCC(=O)SCCN1CCN(CCSC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,GOOD,1113.85,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A1B040>,True,False,False,True,False,False,False,False,False,False,False
