,catlipid_id,max_epo_conc_mean_6hr,max_epo_conc_mean_24hr,canonical_smiles,species,CATLIPID_FAMILY_NAME,MOL_WT
100,RA17134961,14.27,7.89,CCCCCCC/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCC,mice,GOOD,1266.13
101,RA17133323,14.04,12.73,CCCCCCCCCCC(O)CN(CCC[C@@H]1NC(=O)[C@@H](CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC,mice,cOrn,965.565
102,RA17133922,13.85350833,10.42104375,CCCCCCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,,1101.84
103,TBL-1193,13.8,9.4,CCCCCC/C=C\COC(=O)CCCCCCCN(CCCCCCCC(=O)OC/C=C\CCCCCC)CCCCC(=O)OCCN(C)CCOC(=O)CCCCN(CCCCCCCC(=O)OC/C=C\CCCCCC)CCCCCCCC(=O)OC/C=C\CCCCCC,mice,Bis AIM lipid,1383.1
104,RA17135240,13.77,6.24,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1454.44
105,RA17134817,13.67,6.82,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1422.35
106,RA17134114,13.65,10.28,CCCCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,,1171.98
107,RA17134409,13.6,6.28,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1276.13
108,RA17137028,13.33,8.19,CCC(CC)COC(=O)CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCC(CC)CC,mice,GOOD,1348.02
109,RA17131537,13.3,6.1,CCCCCCCCC(O)CN(CCCC(=O)OCCN1CC(C)N(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1C)CC(O)CCCCCCCC,mice,Piperazine based lipids,997.564
110,RA17134228,13.12,12.36,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1224.05
111,RA17135609,13.11,5.75,CCC(CC)COC(=O)CCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCC(=O)OCC(CC)CC,mice,GOOD,1277.88
112,RA17136406,13.1,12.6,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCSSCCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1294.18
113,RA17136554,13.1,11.0,CCCCCCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCCSSCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,GOOD,1087.82
114,RA17134743,13.05,9.44,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1205.99
115,RA17139780,13.0,9.8,CCCCCCCCC(=O)OCCCCCC(=O)OCC(COC(=O)CCCCCOC(=O)CCCCCCCC)(COC(=O)CCCCCOC(=O)CCCCCCCC)COC(=O)CCN(C)C,mice,Pentaerythritol,998.373
116,RA17135904,12.96,8.56,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1266.13
117,TBL-1227,12.8,7.4,CCCCCCCCCCC(O)CN(CCCC(=O)OCCSSCCOC(=O)Cc1ccc(COC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)cc1)CC(O)CCCCCCCCCC,mice,Phthalic acid lipids,1209.9
118,RA17134599,12.61,7.96,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1332.23
119,TBL-0716,12.6,1.7,CCCCCCCCCCCC(O)CN(CCCC(=O)OC1COC(OC(=O)CCCN(CC(O)CCCCCCCCCCC)CC(O)CCCCCCCCCCC)CO1)CC(O)CCCCCCCCCCC,mice,Glycerol Aldehyde Dimer (GAD),1083.7
120,RA17137529,12.6,8.4,CCCCCCCCCCCOC(=O)CCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCOC(=O)CC1NC(=O)C(CC(=O)OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCC(=O)OCCCCCCCCCCC)NC1=O,mice,Cyclic Amino Acids,1614.47
121,RA17135083,12.55,4.7,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1286.12
122,TBL-1211,12.5,5.9,CCCCCC/C=C\COC(=O)CCCCCCCN(CCCCCCCC(=O)OC/C=C\CCCCCC)CCCCOC(=O)Cc1ccc(CC(=O)OCCCCN(CCCCCCCC(=O)OC/C=C\CCCCCC)CCCCCCCC(=O)OC/C=C\CCCCCC)cc1,mice,Phthalic acid lipids,1402.1
123,TBL-1222,12.4,5.8,CCCCCC/C=C\COC(=O)CCCCCC(O)CN(CCCSC(=O)CC1NC(=O)C(CC(=O)SCCCN(CC(O)CCCCCC(=O)OC/C=C\CCCCCC)CC(O)CCCCCC(=O)OC/C=C\CCCCCC)NC1=O)CC(O)CCCCCC(=O)OC/C=C\CCCCCC,mice,Cyclic Amino Acids,1506.2
124,RA17135020,12.4,6.85,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1458.47
125,RA17139056,12.4,7.7,CCCCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCCCC)(OC(=O)CCCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCCCC,mice,Trident,1026.43
126,RA17135199,12.38,4.79,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1436.38
127,RA17134484,12.29,7.64,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1328.2
128,RA17134620,12.29,7.76,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1318.2
129,RA17134259,12.27,13.26,CCCCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCC,mice,,1003.66
130,RA17133797,12.21,9.08,CCCCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCC,mice,,989.631
131,RA17135077,12.2,6.59,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1224.05
132,RA17135511,12.12,7.01,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1290.15
133,RA17135255,12.11,7.86,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1346.26
134,RA17134727,12.07,6.49,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1422.35
135,RA17139485,12.0,8.9,CCC(CC)COC(=O)CCCCC(O)CN(CCCCSSCCCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCC(=O)OCC(CC)CC,mice,GOOD,1319.96
136,RA17134704,11.99,5.47,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1220.02
137,TBL-1206,11.9,7.0,CCCCCCCCCCC(O)CN(CCCOC(=O)O[C@H]1CO[C@@H]2[C@H](OC(=O)OCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CO[C@H]12)CC(O)CCCCCCCCCC,mice,Isosorbide,1085.6
138,RA17131635,11.88,7.51,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCC[C@@H]1NC(=O)[C@@H](CCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC1=O,mice,cOrn,901.567
139,RA17134271,11.77,9.03,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1336.26
140,RA17135915,11.67,7.07,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1336.26
141,RA17137224,11.6,6.2,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCSSCCN1CC(C)N(CCOC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1C)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1294.18
142,RA17139767,11.5,9.2,CCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCC)(OC(=O)CCC(=O)OCCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCC,mice,Trident,1000.3
143,RA17134762,11.4,7.19,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1322.24
144,RA17135065,11.37,8.15,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1238.08
145,RA17135293,11.32,6.7,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1440.41
146,RA17138051,11.3,7.2,CCCCCCCCCCC(O)CN(CCCCOC(=O)c1cnc(C(=O)OCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)cn1)CC(O)CCCCCCCCCC,mice,Phenolic Acid,1047.62
147,RA17134649,11.22,5.48,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1436.38
148,RA17134244,11.17,8.64,CCCCCCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,GOOD,1059.76
149,RA17134373,11.15,7.35,CCCCCCCCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1115.87
150,RA17134736,11.11,6.65,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1426.39
151,RA17134339,11.01,6.79,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1220.02
152,RA17138371,11.0,9.5,CCCCCCCC/C=C\CCCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCSSCCCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1,mice,GOOD,1406.4
153,RA17134568,10.96,8.96,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1350.29
154,RA17134990,10.95,4.55,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1436.38
155,RA17135414,10.89,12.87,CCCCCCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,GOOD,1073.79
156,RA17136447,10.7,6.0,CCCCCCCCCCC(O)CN(CCCOC(=O)c1ccccc1C(=O)OCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,Phthalic acid lipids,1017.59
157,RA17135873,10.7,5.3,CCCCCCCCCCCCC(O)CN(CCCCC(=O)N1C[C@H]2CN(C(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C[C@H]2C1)CC(O)CCCCCCCCCCCC,mice,Bicyclicpyrrolidine,1089.79
158,RA17135238,10.64,5.14,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1450.41
159,RA17134413,10.63,6.1,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1220.02
160,RA17135054,10.54,4.07,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1440.41
161,RA17135792,10.5,7.6,CCCCCCCCCCC(O)CN(CCCC(=O)OCCN(C)CCOC(=O)C12C3C4C1C1C2C3C41C(=O)OCCN(C)CCOC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,Cubane lipids,1301.94
162,RA17134829,10.43,6.22,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1426.39
163,RA17132010,10.4,6.2,CCCCCCCCC(O)CN(CCCSSCCN1CC(C)N(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1C)CC(O)CCCCCCCC,mice,Piperazine based lipids,1037.81
164,RA17110574,10.35,6.91,CCCCCCCCCCC(O)CN(CCCCSC(=O)CCC(CCC(=O)SCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)C(=O)SCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,,1571.65
165,RA17131332,10.19,5.42,CCCCCCCCCCN(CCCCCCCCCC)CCCC[C@@H]1NC(=O)[C@@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC1=O,mice,cKK,817.408
166,RA17135123,10.1,5.68,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1444.44
167,RA17136343,10.1,5.6,CCCCCCCC(=O)Oc1cc(C(=O)OCCN(C)C)cc(OC(=O)CCCCCCC)c1OC(=O)CCCCCCC,mice,Gallic acid lipids,619.829
168,RA17139158,10.1,7.4,CCCCCCCCCCC(=O)OCCCCOC(=O)CC(CC(=O)OCCCCOC(=O)CCCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCOC(=O)CCCCCCCCCC,mice,Trident,1012.4
169,RA17131206,10.09,4.18,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC[C@@H]1NC(=O)[C@@H](CCCCN(CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,,1306.07
170,RA17134200,10.04,8.49,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1322.24
171,RA17137037,10.01,4.93,CCC(CC)COC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCC(=O)OCCC(C)C)CC(O)CCCCCCC(=O)OCCC(C)C)CC1)CC(O)CCCCCCC(=O)OCC(CC)CC,mice,GOOD,1362.04
172,RA17135894,9.87,5.72,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1224.05
173,RA17133807,9.83,8.37,CCCCCCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,,1045.74
174,RA17134581,9.72,8.14,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1440.41
175,RA17138288,9.67,8.7,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1280.16
176,RA17134179,9.42,8.44,CCCCCCCCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1157.95
177,RA17134801,9.4,4.78,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1276.13
178,RA17134608,9.38,4.69,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1286.12
179,RA17133905,9.35,8.31,CCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,,1059.76
180,TBL-0794,9.34,10.91,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)OCCN(CCCN(C)C)CCOC(=O)CCC(=O)OC(CC(=O)OCCCCCCCC)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,mice,Trident,1411.9
181,TBL-1209,9.3,4.4,CCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCC)(OC(=O)CCN(C)CCCO)C(=O)OCCCCCOC(=O)CCCCCCC,mice,Trident,972.3
182,TBL-1185,9.2,7.2,CCCCCCCCC(CCCCCC)OC(=O)CCCCCOC(=O)CC(OC(=O)CCCN(C)C)C(=O)OCCCCCC(=O)OC(CCCCCC)CCCCCCCC,mice,Malic Acids,896.3
183,RA17134935,9.17,6.36,CCCCCCCCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCC(=O)OC(CC)CC)CC(O)CCCC(=O)OC(CC)CC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1189.86
184,RA17136861,9.07,3.06,CCCCOC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCC(=O)OCC(CC)CC)CC(O)CCCCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1333.99
185,RA17132648,9.01,5.11,CCCCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,,1242.11
186,RA17139574,9.0,5.1,CCCCCCCCC(=O)OCCCCOC(=O)CC(CC(=O)OCCCCOC(=O)CCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCOC(=O)CCCCCCCC,mice,Trident,928.24
187,RA17139162,8.9,6.5,CCCCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCCCC,mice,Trident,1012.4
188,RA17135553,8.9,5.26,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1430.42
189,RA17134791,8.88,4.91,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1454.44
190,RA17135530,8.81,5.51,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1336.26
191,TBL-1189,8.8,5.3,CCCCCCCC(CCCCCCC)OC(=O)CCCCCC(O)CN(CCCSSCCN(C)C)CC(O)CCCCCC(=O)OC(CCCCCCC)CCCCCCC,mice,BDS lipids,931.5
192,RA17135134,8.73,3.63,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1436.38
193,RA17134360,8.64,7.78,CCCCCCCCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1171.98
194,RA17133126,8.52,4.44,CCCCCCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,GOOD,1097.79
